language	article	date	views
13161	en	fifa	2019-08-08	73
13171	en	fifa	2019-08-09	42
13181	en	fifa	2019-08-10	44
13191	en	fifa	2019-08-11	59
13201	en	fifa	2019-08-12	63
13211	en	fifa	2019-08-13	72
13221	en	fifa	2019-08-14	63
13231	en	fifa	2019-08-15	70
13241	en	fifa	2019-08-16	64
13251	en	fifa	2019-08-17	59
13261	en	fifa	2019-08-18	55
13271	en	fifa	2019-08-19	72
13281	en	fifa	2019-08-20	57
13291	en	fifa	2019-08-21	74
13301	en	fifa	2019-08-22	70
13311	en	fifa	2019-08-23	90
13321	en	fifa	2019-08-24	56
13331	en	fifa	2019-08-25	59
13341	en	fifa	2019-08-26	52
13351	en	fifa	2019-08-27	86
13361	en	fifa	2019-08-28	57
13371	en	fifa	2019-08-29	63
13381	en	fifa	2019-08-30	58
13391	en	fifa	2019-08-31	41
13401	en	fifa	2019-09-01	62
13411	en	fifa	2019-09-02	71
13421	en	fifa	2019-09-03	93
13431	en	fifa	2019-09-04	82
13441	en	fifa	2019-09-05	88
13451	en	fifa	2019-09-06	91
13461	en	fifa	2019-09-07	76
13471	en	fifa	2019-09-08	73
13481	en	fifa	2019-09-09	93
13491	en	fifa	2019-09-10	104
13501	en	fifa	2019-09-11	120
13511	en	fifa	2019-09-12	83
13521	en	fifa	2019-09-13	89
13531	en	fifa	2019-09-14	68
13541	en	fifa	2019-09-15	87
13551	en	fifa	2019-09-16	76
13561	en	fifa	2019-09-17	105
13571	en	fifa	2019-09-18	87
13581	en	fifa	2019-09-19	101
13591	en	fifa	2019-09-20	83
13601	en	fifa	2019-09-21	72
13611	en	fifa	2019-09-22	65
13621	en	fifa	2019-09-23	111
13631	en	fifa	2019-09-24	114
13641	en	fifa	2019-09-25	125
13651	en	fifa	2019-09-26	86
13661	en	fifa	2019-09-27	97
13671	en	fifa	2019-09-28	74
13681	en	fifa	2019-09-29	86
13691	en	fifa	2019-09-30	73
13701	en	fifa	2019-10-01	92
13711	en	fifa	2019-10-02	70
13721	en	fifa	2019-10-03	74
13731	en	fifa	2019-10-04	50
13741	en	fifa	2019-10-05	66
13751	en	fifa	2019-10-06	51
13761	en	fifa	2019-10-07	77
13771	en	fifa	2019-10-08	82
13781	en	fifa	2019-10-09	81
13791	en	fifa	2019-10-10	93
13801	en	fifa	2019-10-11	91
13811	en	fifa	2019-10-12	78
13821	en	fifa	2019-10-13	72
13831	en	fifa	2019-10-14	75
13841	en	fifa	2019-10-15	87
13851	en	fifa	2019-10-16	78
13861	en	fifa	2019-10-17	76
13871	en	fifa	2019-10-18	64
13881	en	fifa	2019-10-19	50
13891	en	fifa	2019-10-20	62
13901	en	fifa	2019-10-21	56
13911	en	fifa	2019-10-22	81
13921	en	fifa	2019-10-23	93
13931	en	fifa	2019-10-24	87
13941	en	fifa	2019-10-25	74
13951	en	fifa	2019-10-26	78
13961	en	fifa	2019-10-27	78
13971	en	fifa	2019-10-28	78
13981	en	fifa	2019-10-29	59
13991	en	fifa	2019-10-30	116
14001	en	fifa	2019-10-31	74
14011	en	fifa	2019-11-01	74
14021	en	fifa	2019-11-02	72
14031	en	fifa	2019-11-03	84
14041	en	fifa	2019-11-04	73
14051	en	fifa	2019-11-05	63
14061	en	fifa	2019-11-06	74
14071	en	fifa	2019-11-07	78
14081	en	fifa	2019-11-08	68
14091	en	fifa	2019-11-09	63
14101	en	fifa	2019-11-10	64
14111	en	fifa	2019-11-11	76
14121	en	fifa	2019-11-12	51
14131	en	fifa	2019-11-13	79
14141	en	fifa	2019-11-14	80
14151	en	fifa	2019-11-15	59
14161	en	fifa	2019-11-16	90
14171	en	fifa	2019-11-17	100
14181	en	fifa	2019-11-18	98
14191	en	fifa	2019-11-19	96
14201	en	fifa	2019-11-20	82
14211	en	fifa	2019-11-21	72
14221	en	fifa	2019-11-22	82
14231	en	fifa	2019-11-23	56
14241	en	fifa	2019-11-24	75
14251	en	fifa	2019-11-25	86
14261	en	fifa	2019-11-26	75
14271	en	fifa	2019-11-27	64
14281	en	fifa	2019-11-28	85
14291	en	fifa	2019-11-29	59
14301	en	fifa	2019-11-30	65
14311	en	fifa	2019-12-01	87
14321	en	fifa	2019-12-02	66
14331	en	fifa	2019-12-03	83
14341	en	fifa	2019-12-04	76
14351	en	fifa	2019-12-05	66
14361	en	fifa	2019-12-06	72
14371	en	fifa	2019-12-07	49
14381	en	fifa	2019-12-08	52
14391	en	fifa	2019-12-09	81
14401	en	fifa	2019-12-10	58
14411	en	fifa	2019-12-11	67
14421	en	fifa	2019-12-12	67
14431	en	fifa	2019-12-13	52
14441	en	fifa	2019-12-14	45
14451	en	fifa	2019-12-15	42
14461	en	fifa	2019-12-16	60
14471	en	fifa	2019-12-17	56
14481	en	fifa	2019-12-18	55
14491	en	fifa	2019-12-19	75
14501	en	fifa	2019-12-20	60
14511	en	fifa	2019-12-21	56
14521	en	fifa	2019-12-22	52
14531	en	fifa	2019-12-23	55
14541	en	fifa	2019-12-24	57
14551	en	fifa	2019-12-25	37
14561	en	fifa	2019-12-26	39
14571	en	fifa	2019-12-27	43
14581	en	fifa	2019-12-28	38
14591	en	fifa	2019-12-29	40
14601	en	fifa	2019-12-30	50
14611	en	fifa	2019-12-31	31
1462	en	fifa	2020-01-01	43
1463	en	fifa	2020-01-02	56
1464	en	fifa	2020-01-03	42
1465	en	fifa	2020-01-04	48
1466	en	fifa	2020-01-05	66
1467	en	fifa	2020-01-06	46
1468	en	fifa	2020-01-07	74
1469	en	fifa	2020-01-08	65
1470	en	fifa	2020-01-09	71
1471	en	fifa	2020-01-10	47
1472	en	fifa	2020-01-11	46
1473	en	fifa	2020-01-12	54
1474	en	fifa	2020-01-13	66
1475	en	fifa	2020-01-14	61
1476	en	fifa	2020-01-15	61
1477	en	fifa	2020-01-16	57
1478	en	fifa	2020-01-17	48
1479	en	fifa	2020-01-18	59
1480	en	fifa	2020-01-19	57
1481	en	fifa	2020-01-20	45
1482	en	fifa	2020-01-21	80
1483	en	fifa	2020-01-22	62
1484	en	fifa	2020-01-23	59
1485	en	fifa	2020-01-24	42
1486	en	fifa	2020-01-25	45
1487	en	fifa	2020-01-26	66
1488	en	fifa	2020-01-27	41
1489	en	fifa	2020-01-28	77
1490	en	fifa	2020-01-29	66
1491	en	fifa	2020-01-30	49
1492	en	fifa	2020-01-31	55
1493	en	fifa	2020-02-01	37
1494	en	fifa	2020-02-02	47
1495	en	fifa	2020-02-03	65
1496	en	fifa	2020-02-04	58
1497	en	fifa	2020-02-05	67
1498	en	fifa	2020-02-06	56
1499	en	fifa	2020-02-07	61
1500	en	fifa	2020-02-08	30
1501	en	fifa	2020-02-09	41
1502	en	fifa	2020-02-10	55
1503	en	fifa	2020-02-11	84
1504	en	fifa	2020-02-12	69
1505	en	fifa	2020-02-13	60
1506	en	fifa	2020-02-14	59
1507	en	fifa	2020-02-15	46
1508	en	fifa	2020-02-16	58
1509	en	fifa	2020-02-17	44
1510	en	fifa	2020-02-18	62
1511	en	fifa	2020-02-19	67
1512	en	fifa	2020-02-20	80
1513	en	fifa	2020-02-21	54
1514	en	fifa	2020-02-22	54
1515	en	fifa	2020-02-23	42
1516	en	fifa	2020-02-24	46
1517	en	fifa	2020-02-25	77
1518	en	fifa	2020-02-26	75
1519	en	fifa	2020-02-27	49
1520	en	fifa	2020-02-28	49
1521	en	fifa	2020-02-29	46
1522	en	fifa	2020-03-01	36
1523	en	fifa	2020-03-02	54
1524	en	fifa	2020-03-03	51
1525	en	fifa	2020-03-04	53
1526	en	fifa	2020-03-05	56
1527	en	fifa	2020-03-06	48
1528	en	fifa	2020-03-07	40
1529	en	fifa	2020-03-08	44
1530	en	fifa	2020-03-09	59
1531	en	fifa	2020-03-10	55
1532	en	fifa	2020-03-11	53
1533	en	fifa	2020-03-12	65
1534	en	fifa	2020-03-13	40
1535	en	fifa	2020-03-14	46
1536	en	fifa	2020-03-15	47
1537	en	fifa	2020-03-16	55
1538	en	fifa	2020-03-17	50
1539	en	fifa	2020-03-18	59
1540	en	fifa	2020-03-19	61
1541	en	fifa	2020-03-20	47
1542	en	fifa	2020-03-21	57
1543	en	fifa	2020-03-22	61
1544	en	fifa	2020-03-23	70
1545	en	fifa	2020-03-24	62
1546	en	fifa	2020-03-25	85
1547	en	fifa	2020-03-26	40
1548	en	fifa	2020-03-27	48
1549	en	fifa	2020-03-28	50
1550	en	fifa	2020-03-29	67
1551	en	fifa	2020-03-30	48
1552	en	fifa	2020-03-31	61
1553	en	fifa	2020-04-01	67
1554	en	fifa	2020-04-02	55
1555	en	fifa	2020-04-03	55
1556	en	fifa	2020-04-04	51
1557	en	fifa	2020-04-05	44
1558	en	fifa	2020-04-06	51
1559	en	fifa	2020-04-07	67
1560	en	fifa	2020-04-08	68
1561	en	fifa	2020-04-09	53
1562	en	fifa	2020-04-10	63
1563	en	fifa	2020-04-11	61
1564	en	fifa	2020-04-12	55
1565	en	fifa	2020-04-13	64
1566	en	fifa	2020-04-14	72
1567	en	fifa	2020-04-15	54
1568	en	fifa	2020-04-16	69
1569	en	fifa	2020-04-17	67
1570	en	fifa	2020-04-18	68
1571	en	fifa	2020-04-19	51
1572	en	fifa	2020-04-20	55
1573	en	fifa	2020-04-21	60
1574	en	fifa	2020-04-22	53
1575	en	fifa	2020-04-23	64
1576	en	fifa	2020-04-24	58
1577	en	fifa	2020-04-25	73
1578	en	fifa	2020-04-26	55
1579	en	fifa	2020-04-27	67
1580	en	fifa	2020-04-28	66
1581	en	fifa	2020-04-29	76
1582	en	fifa	2020-04-30	88
1583	en	fifa	2020-05-01	68
1584	en	fifa	2020-05-02	56
1585	en	fifa	2020-05-03	75
1586	en	fifa	2020-05-04	48
1587	en	fifa	2020-05-05	55
1588	en	fifa	2020-05-06	53
1589	en	fifa	2020-05-07	42
1590	en	fifa	2020-05-08	41
1591	en	fifa	2020-05-09	65
1592	en	fifa	2020-05-10	53
1593	en	fifa	2020-05-11	63
1594	en	fifa	2020-05-12	62
1595	en	fifa	2020-05-13	50
1596	en	fifa	2020-05-14	70
1597	en	fifa	2020-05-15	41
1598	en	fifa	2020-05-16	61
1599	en	fifa	2020-05-17	40
1600	en	fifa	2020-05-18	42
1601	en	fifa	2020-05-19	73
1602	en	fifa	2020-05-20	45
1603	en	fifa	2020-05-21	78
1604	en	fifa	2020-05-22	64
1605	en	fifa	2020-05-23	90
1606	en	fifa	2020-05-24	47
1607	en	fifa	2020-05-25	62
1608	en	fifa	2020-05-26	57
1609	en	fifa	2020-05-27	65
1610	en	fifa	2020-05-28	43
1611	en	fifa	2020-05-29	61
1612	en	fifa	2020-05-30	67
1613	en	fifa	2020-05-31	49
1614	en	fifa	2020-06-01	55
1615	en	fifa	2020-06-02	47
1616	en	fifa	2020-06-03	67
1617	en	fifa	2020-06-04	76
1618	en	fifa	2020-06-05	49
1619	en	fifa	2020-06-06	54
1620	en	fifa	2020-06-07	47
1621	en	fifa	2020-06-08	55
1622	en	fifa	2020-06-09	57
1623	en	fifa	2020-06-10	41
1624	en	fifa	2020-06-11	52
1625	en	fifa	2020-06-12	47
1626	en	fifa	2020-06-13	48
1627	en	fifa	2020-06-14	52
1628	en	fifa	2020-06-15	50
1629	en	fifa	2020-06-16	42
1630	en	fifa	2020-06-17	56
1631	en	fifa	2020-06-18	62
1632	en	fifa	2020-06-19	50
1633	en	fifa	2020-06-20	42
1634	en	fifa	2020-06-21	47
1635	en	fifa	2020-06-22	49
1636	en	fifa	2020-06-23	76
1637	en	fifa	2020-06-24	43
1638	en	fifa	2020-06-25	56
1639	en	fifa	2020-06-26	70
1640	en	fifa	2020-06-27	59
1641	en	fifa	2020-06-28	38
1642	en	fifa	2020-06-29	58
1643	en	fifa	2020-06-30	44
1644	en	fifa	2020-07-01	66
1645	en	fifa	2020-07-02	63
1646	en	fifa	2020-07-03	49
1647	en	fifa	2020-07-04	37
1648	en	fifa	2020-07-05	42
1649	en	fifa	2020-07-06	52
1650	en	fifa	2020-07-07	54
1651	en	fifa	2020-07-08	44
1652	en	fifa	2020-07-09	44
1653	en	fifa	2020-07-10	44
1654	en	fifa	2020-07-11	52
1655	en	fifa	2020-07-12	46
1656	en	fifa	2020-07-13	55
1657	en	fifa	2020-07-14	32
1658	en	fifa	2020-07-15	43
1659	en	fifa	2020-07-16	46
1660	en	fifa	2020-07-17	45
1661	en	fifa	2020-07-18	44
1662	en	fifa	2020-07-19	49
1663	en	fifa	2020-07-20	50
1664	en	fifa	2020-07-21	48
1665	en	fifa	2020-07-22	52
1666	en	fifa	2020-07-23	65
1667	en	fifa	2020-07-24	83
1668	en	fifa	2020-07-25	54
1669	en	fifa	2020-07-26	48
1670	en	fifa	2020-07-27	48
1671	en	fifa	2020-07-28	72
1672	en	fifa	2020-07-29	62
1673	en	fifa	2020-07-30	83
1674	en	fifa	2020-07-31	68
1675	en	fifa	2020-08-01	54
1676	en	fifa	2020-08-02	58
1677	en	fifa	2020-08-03	48
1678	en	fifa	2020-08-04	51
1679	en	fifa	2020-08-05	41
1680	en	fifa	2020-08-06	64
1681	en	fifa	2020-08-07	99
1682	en	fifa	2020-08-08	53
1683	en	fifa	2020-08-09	57
1684	en	fifa	2020-08-10	55
1685	en	fifa	2020-08-11	44
1686	en	fifa	2020-08-12	36
1687	en	fifa	2020-08-13	41
1688	en	fifa	2020-08-14	53
1689	en	fifa	2020-08-15	57
1690	en	fifa	2020-08-16	47
1691	en	fifa	2020-08-17	48
1692	en	fifa	2020-08-18	61
1693	en	fifa	2020-08-19	48
1694	en	fifa	2020-08-20	42
1695	en	fifa	2020-08-21	45
1696	en	fifa	2020-08-22	43
1697	en	fifa	2020-08-23	58
1698	en	fifa	2020-08-24	76
1699	en	fifa	2020-08-25	48
1700	en	fifa	2020-08-26	45
1701	en	fifa	2020-08-27	35
1702	en	fifa	2020-08-28	53
1703	en	fifa	2020-08-29	53
1704	en	fifa	2020-08-30	39
1705	en	fifa	2020-08-31	43
1706	en	fifa	2020-09-01	52
1707	en	fifa	2020-09-02	55
1708	en	fifa	2020-09-03	36
1709	en	fifa	2020-09-04	55
1710	en	fifa	2020-09-05	44
1711	en	fifa	2020-09-06	47
1712	en	fifa	2020-09-07	44
1713	en	fifa	2020-09-08	53
1714	en	fifa	2020-09-09	39
1715	en	fifa	2020-09-10	93
1716	en	fifa	2020-09-11	60
1717	en	fifa	2020-09-12	29
1718	en	fifa	2020-09-13	42
1719	en	fifa	2020-09-14	57
1720	en	fifa	2020-09-15	37
1721	en	fifa	2020-09-16	39
