Date,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,DD,XOM,GE,GS,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
1/2/13,92.09,58.07,32.83,75.14,91.02,105.93,19.74,36.26,44.12,85.75,20.49,129.51,61.83,20.37,191.56,68.26,43.45,86.53,39.54,26.61,50.98,24.87,66.79,70.73,53.49,81.74,41.93,153.9,67.15,50.48
1/3/13,91.98,58.32,32.85,75.53,91.9,105.48,19.85,36.26,43.56,85.59,20.26,128.8,61.66,20.31,190.51,68.16,43.37,87.02,40.49,26.25,51.5,24.81,66.37,71.28,50.99,82.04,41.74,154.01,66.72,50.59
1/4/13,92.66,58.92,33.05,75.75,92.41,106.04,19.88,36.32,43.98,85.99,20.36,132.31,61.54,20.16,189.26,68.94,44.14,86.27,40.14,25.76,52,24.91,66.5,71.9,51.09,82.69,41.96,155.27,66.97,51.55
1/7/13,92.78,59.17,33.2,74.23,92.69,105.32,19.69,35.97,44.05,84.99,20.29,132.07,61.21,20.24,188.43,68.8,44.18,87.29,40.29,25.71,52.08,24.93,66.05,70.93,51.09,82.29,42.33,156.38,66.33,50.35
1/8/13,92.79,59.5,32.64,72.28,91.51,104.85,19.71,35.72,44.29,85.52,20.07,130.88,61.58,20.09,188.17,68.81,44.27,87.32,40.34,25.58,51.53,24.97,65.94,71.05,50.41,81.3,41.3,157.84,66.52,50.14
1/9/13,93.67,59.56,32.53,74.84,91.94,105.12,19.7,35.71,44.66,85.19,20.12,132.13,61.53,20.43,187.63,69.12,44.24,87.19,40.74,25.72,51.58,25.4,66.3,71.78,51.36,82.27,41.21,160.24,66.5,50.16
1/10/13,94.14,60.09,32.66,75.16,92.56,106.01,19.84,35.65,44.43,86.12,20.33,135.13,61.97,20.77,188.18,69.56,44.9,87.76,40.92,25.49,51.68,25.68,66.67,72.28,52.09,82.68,41.77,158.98,66.29,50.17
1/11/13,93.55,60.53,32.56,73.28,92.67,107.22,19.88,35.6,44.38,86.62,20.29,134.89,62.05,20.96,189.71,69.72,44.89,88.08,41.35,25.85,52.22,25.45,66.63,72.66,51.8,82.88,41.49,159.62,66.56,49.96
1/14/13,94.32,60.5,32.32,74.63,92.12,108.29,20.35,35.67,44.5,86.59,20.28,133.91,61.83,20.96,187.92,69.92,44.64,87.88,41.45,25.91,52.31,25.66,67.02,72.76,52.33,83.49,40.81,159.11,66.24,49.97
1/15/13,94.53,60.06,32.08,75.02,93.14,108.86,20.36,35.99,44.48,86.54,20.36,133.38,62.29,20.84,187.81,69.74,45.1,87.86,41,26.21,52.75,25.55,67.26,73.35,52.59,83.64,40.22,158.92,66.89,50.47
1/16/13,94.83,59.92,31.6,72.48,92.67,109.37,20.41,35.99,44.21,86.48,20.28,138.79,62.2,21.06,187.89,69.94,45.56,87.47,40.69,26.05,52.84,25.54,67.28,73.34,52.63,83.26,39.78,158.67,67.12,50.9
1/17/13,95.3,60.04,31.55,73.38,93.17,110.11,20.33,36.18,44.59,87.19,20.45,138.71,63.36,21.6,188.93,70.25,45.19,88.1,40.89,26.25,52.59,25.75,67.6,73.68,53.35,84.07,40.37,158.35,66.77,51.77
1/18/13,95.94,59.09,31.77,73.16,95.03,110.59,20.4,36.36,45.19,87.77,21.16,142.09,63.77,20.24,189.73,70.56,45.21,88.58,41.11,26.25,52.41,25.47,67.87,74.08,53.51,84.61,40.77,156.76,67.11,51.7
1/22/13,96.51,58.71,31.94,72.3,95.13,111.23,20.25,35.81,45.99,87.88,21.14,143.57,64.04,20.17,191.3,70.04,45.28,89.25,41.32,26.16,52.59,25.6,67.88,75.67,54.94,85.11,41.15,157.53,67.48,52.09
1/23/13,96.67,58.25,32.1,72.43,94.28,110.37,20.01,35.81,45.68,87.67,21.07,143.18,64.73,20.11,199.73,70.2,44.98,89.76,40.96,26.6,52.21,25.58,68.59,75.37,54.83,85.7,41,157.53,67.39,53.29
1/24/13,96.84,58.62,32.07,73.44,94.04,110.84,20.4,35.79,46.23,88.3,21.17,142.59,65.6,19.96,199.44,70.44,45.12,89.59,41.13,26.62,52.97,25.77,68.33,75.81,55.14,86.52,40.81,158.04,67.68,53.29
1/25/13,97.73,58.81,32.32,73.15,93.05,111.51,20.53,35.73,46.48,88.66,21.4,142.1,66.06,19.97,199.97,71.23,45.89,89.99,41.57,26.86,54.63,25.91,71.08,76.06,54.96,87.37,40.89,158.31,66.91,53.72
1/28/13,97.79,58.39,32.43,72.15,94.87,111.35,20.44,35.69,46.31,88.07,21.61,141.8,65.82,20.05,199.93,70.94,45.38,90.6,41.06,26.89,53.6,25.76,71.58,75.09,54.74,87.38,40.99,154.86,67.25,53.7
1/29/13,98.92,58.76,32.95,71.81,95.99,112.48,20.17,36.09,46.13,88.69,21.61,144.7,65.45,20.27,198.93,71.7,45.85,91.14,41.76,26.98,53.03,26.58,72.78,75.54,55.2,87.34,41.69,155.16,67.78,53.33
1/30/13,97.94,58.64,32.76,72.72,96.04,111.75,19.97,36.17,45.81,87.64,21.35,144.75,65.49,20.36,198.56,71.39,45.86,90.9,41.61,26.83,52.72,26.63,72.85,75.32,55,86.7,41.79,153.53,67.64,53.13
1/31/13,97.7,58.13,33.06,72.02,95.78,110.5,19.96,35.92,45.64,86.96,21.39,145.45,65.18,20.04,198.12,71.23,45.78,91.49,41.37,26.45,53.15,26.41,72.93,76.17,54.15,85.21,41.79,156.4,67.84,53.22
2/1/13,98.68,59.22,33.74,73,96.85,111.8,20.22,36.2,46.14,87.03,21.72,147.45,65.55,20.35,200.18,71.48,46.56,92.13,40.01,26.91,52.81,26.75,73.67,77.56,54.7,87.42,42.7,157.04,68.36,53.92
2/4/13,97.91,58.72,33.47,73.33,95.66,110.55,20.21,36.02,45.63,86.17,21.42,145.11,64.64,20.16,198.82,71.41,46.39,90.83,39.07,26.44,52.77,26.3,73.02,75.72,54.68,87.13,42.66,155.15,67.52,53.24
2/5/13,98.61,59.96,33.59,73.99,95.83,111.13,20.46,36.78,45.78,86.74,21.64,147.99,64.67,20.39,197.85,71.94,47.47,91.13,39.63,26.49,53,26.63,73.45,76.35,56.66,86.85,42.7,158.01,68.63,53.63
2/6/13,99.77,59.86,33.66,74.38,95.11,111.23,20.56,36.95,45.63,86.79,21.55,148.65,64.94,20.21,196.94,72.65,47.3,91.28,39.3,26.34,53.26,26.45,73.89,76.66,56.28,86.96,42.88,159.28,69.15,53.86
2/7/13,99.32,61.42,33.51,75.49,93.56,110.38,20.48,37.53,45.48,85.85,21.59,147.81,64.59,20.04,195.69,72.33,46.93,90.86,39.22,26.28,53.77,26.1,73.89,76.81,55.95,87.53,42.61,155.56,69.08,53.7
